actiontype,actiondate,treeid,supervisordistrict,addressno,altdescription,legalstatus,ownername,siteorder,locsite,sitetype,planttype,scientificname,commonname,treephoto,x,y,lat,long,point,:@computed_region_jwn9_ihcz,:@computed_region_6qbp_sg9q,:@computed_region_qgnn_b9vv,:@computed_region_26cr_cadq,:@computed_region_ajp5_b2md
Posted 24hr,2021-09-29T00:00:00.000,18896,2,2555,Sacramento St  :  Fillmore St  -  Steiner St,DPW Maintained,DPW,1,"Sidewalk, Curb side",Cutout,Tree,Pittosporum undulatum,Victorian Box,{'url': 'http://bsm.sfdpw.org/treephotos/18896/mobilePic1632933180475.jpg'},6002535.92495,2115763.84644,37.7897331036636,-122.4348501846079,"{'type': 'Point', 'coordinates': [-122.435, 37.7897]}",102,102,4,6,30
Posted 24hr,2022-03-23T00:00:00.000,214031,7,119,Gennessee St  :  Staples Ave  -  Flood Ave,DPW Maintained,Private,1,"Sidewalk, Curb side",Cutout,Tree,Rhamnus alaternus,Italian Buckthorn,{'url': 'http://bsm.sfdpw.org/treephotos/214031/mobilePic1648064096784.jpg'},5997420.89454,2093944.4368,37.72946723273457,-122.45113329065195,"{'type': 'Point', 'coordinates': [-122.451, 37.7295]}",95,95,9,8,41
Posted 15 Day,2017-07-19T00:00:00.000,251384,7,138,Gladeview Way  :  Olympia Way  -  Panorama Dr,DPW Maintained,Private,1,"Sidewalk, Property side",Yard,Tree,Cupressus macrocarpa,Monterey Cypress,,5997939,2102166,37.751988604327394,-122.45044846252334,"{'type': 'Point', 'coordinates': [-122.45, 37.752]}",48,48,7,8,38
Posted 15 Day,2018-10-09T00:00:00.000,185086,4,2801,Sunset Blvd  :  Yorba St  -  Sunset Blvd Off Ramp,DPW Maintained,Private,14,"Sidewalk, Property side",Yard,Tree,Pinus radiata,Monterey Pine,{'url': 'http://bsm.sfdpw.org/treephotos/185086/mobilePic1539108713918.jpg'},5985045.0411,2096043.3923,37.73407549673879,-122.49394822842478,"{'type': 'Point', 'coordinates': [-122.494, 37.7341]}",40,40,10,7,35
Posted 15 Day,2018-08-21T00:00:00.000,10632,5,830,Hayes St  :  Webster St  -  Fillmore St,DPW Maintained,Private,1,"Sidewalk, Curb side",Cutout,Tree,Acacia baileyana,Bailey's Acacia,{'url': 'http://bsm.sfdpw.org/treephotos/10632/mobilePic1534875522583.jpg'},6003878.786,2110787.057,37.775939302946824,-122.4303763340828,"{'type': 'Point', 'coordinates': [-122.43, 37.7759]}",22,22,4,11,9
Posted 15 Day,2017-07-28T00:00:00.000,125042,2,3601,Webster St  :  North Point St  -  Beach St,DPW Maintained,Private,2,"Sidewalk, Curb side",Cutout,Tree,Planting site (pave),Planting Site (pave),{'url': 'http://bsm.sfdpw.org/treephotos/125042/mobilePic1501272915268.jpg'},6002587.96608,2121001.45923,37.80429004200017,-122.4352632753188,"{'type': 'Point', 'coordinates': [-122.435, 37.8043]}",17,17,4,6,13
Posted 15 Day,2019-09-13T00:00:00.000,139093,2,1327,Lyon St  :  Leona Ter  -  Post St,DPW Maintained,Private,1,"Sidewalk, Curb side",Cutout,Tree,Pyrus calleryana,Ornamental Pear,{'url': 'http://bsm.sfdpw.org/treephotos/139093/mobilePic1568403069988.jpg'},5999727.163,2113489.3348,37.78341177447425,-122.44458657378685,"{'type': 'Point', 'coordinates': [-122.445, 37.7834]}",103,103,8,6,31
Posted 30 Day,2019-09-11T00:00:00.000,125105,2,114,Presidio Ave  :  Jackson St  -  Washington St,DPW Maintained,Private,4,"Sidewalk, Curb side",Cutout,Tree,Acacia melanoxylon,Blackwood Acacia,{'url': 'http://bsm.sfdpw.org/treephotos/125105/mobilePic1568232925212.jpg'},5998983.58164,2116226.22715,37.79038191293698,-122.44741591431885,"{'type': 'Point', 'coordinates': [-122.447, 37.7904]}",10,10,8,6,31
Posted 24hr,2021-07-12T00:00:00.000,196623,6,147,Minna St  :  New Montgomery St  -  03rd St,DPW Maintained,Private,1,"Sidewalk, Curb side",Cutout,Tree,Tree(s),,{'url': 'http://bsm.sfdpw.org/treephotos/196623/mobilePic1705596806835.jpg'},6012460.77279,2114398.06463,37.78641998960059,-122.40073240468949,"{'type': 'Point', 'coordinates': [-122.401, 37.7864]}",32,32,1,10,8
Posted 24hr,2022-06-15T00:00:00.000,113594,3,370,Drumm St  :  Washington St  -  Jackson St,DPW Maintained,Private,6,"Sidewalk, Curb side",Cutout,Tree,Schinus terebinthifolius,Brazilian Pepper,{'url': 'http://bsm.sfdpw.org/treephotos/113594/mobilePic1655308249419.jpg'},6013595.86878,2118231.42432,37.79679522988956,-122.39704746814533,"{'type': 'Point', 'coordinates': [-122.397, 37.7968]}",77,77,6,3,8
Posted 15 Day,2018-07-06T00:00:00.000,194044,10,1542,20th St  :  Missouri St  -  Connecticut St,DPW Maintained,Private,1,"Sidewalk, Curb side",Pot,Tree,Planting site (pave),Planting Site (pave),{'url': 'http://bsm.sfdpw.org/treephotos/194044/mobilePic1667941643688.jpg'},6013293.95823,2104770.11303,37.75999653704354,-122.39676640402655,"{'type': 'Point', 'coordinates': [-122.397, 37.76]}",54,54,2,9,26
Posted 30 Day,2017-09-14T00:00:00.000,245191,5,62,Baker St  :  Haight St  -  Page St,DPW Maintained,Private,1,"Sidewalk, Curb side",Cutout,Empty,Planting site (plant),Planting Site (plant),{'url': 'http://bsm.sfdpw.org/treephotos/245191/mobilePic1512069824793.jpg'},6000867.4069,2109245.0193,37.77131325255113,-122.44045195723243,"{'type': 'Point', 'coordinates': [-122.44, 37.7713]}",112,112,7,11,3
Posted 30 Day,2022-10-03T00:00:00.000,269287,1,383,06th Ave  :  Clement St  -  Geary Blvd,Significant Tree,Private,1,Side Yard,Cutout,Tree,Magnolia grandiflora,Southern Magnolia,{'url': 'http://bsm.sfdpw.org/treephotos/269287/mobilePic1664489574444.jpg'},5994010,2112933,37.78197941397828,-122.46435209662069,"{'type': 'Point', 'coordinates': [-122.464, 37.782]}",5,5,8,4,11
Posted 15 Day,2019-04-26T00:00:00.000,177832,11,648,Peru Ave  :  Athens St  -  Valmar Ter,DPW Maintained,Private,1,Side Yard,Yard,Tree,Planting site,Planting Site,{'url': 'http://bsm.sfdpw.org/treephotos/177832/mobilePic1623434846283.jpg'},6005040.01598,2092604.7564,37.72613415220205,-122.42453015167452,"{'type': 'Point', 'coordinates': [-122.425, 37.7261]}",90,90,9,1,7
Posted 24hr,2022-09-24T00:00:00.000,18877,2,2300,Sacramento St  :  Buchanan St  -  Webster St,DPW Maintained,DPW,4,"Sidewalk, Curb side",Cutout,Tree,Zelkova serrata 'Village Green',Village Green Zelkova,{'url': 'http://bsm.sfdpw.org/treephotos/18877-300702.jpg'},6003641.48898,2115967.76887,37.79014812233553,-122.43156068332569,"{'type': 'Point', 'coordinates': [-122.432, 37.7901]}",102,102,4,6,30
Posted 15 Day,2017-12-05T00:00:00.000,69791,4,1539,40th Ave  :  Kirkham St  -  Lawton St,DPW Maintained,FUF,1,"Sidewalk, Curb side",Cutout,Empty,Planting site (plant),Planting Site (plant),{'url': 'http://bsm.sfdpw.org/treephotos/69791/mobilePic1512502162927.jpg'},5983708.764090462,2104677.8185049333,37.757908231298224,-122.49929977361383,"{'type': 'Point', 'coordinates': [-122.499, 37.7579]}",39,39,10,7,35
Posted 30 Day,2023-06-07T00:00:00.000,133253,3,207,Jackson St  :  Davis St  -  Front St,DPW Maintained,Private,2,"Sidewalk, Curb side",Cutout,Tree,Pittosporum undulatum,Victorian Box,{'url': 'http://bsm.sfdpw.org/treephotos/133253/mobilePic1686161689690.jpg'},6012958.60104,2118206.32809,37.79700922978886,-122.39892032443528,"{'type': 'Point', 'coordinates': [-122.399, 37.797]}",77,77,6,3,8
Posted 30 Day,2018-06-21T00:00:00.000,189722,10,645,Carolina St  :  19th St  -  Carolina St,DPW Maintained,Private,2,"Sidewalk, Property side",Yard,Tree,Ficus microcarpa nitida 'Green Gem',Indian Laurel Fig Tree 'Green Gem',{'url': 'http://bsm.sfdpw.org/treephotos/189722/mobilePic1530901314494.jpg'},6012429.83307,2104891.20951,37.76061774175141,-122.40022286848917,"{'type': 'Point', 'coordinates': [-122.4, 37.7606]}",54,54,2,9,26
Posted 15 Day,2019-01-03T00:00:00.000,202333,6,301,Mission St  :  Beale St  -  Fremont St,DPW Maintained,Private,6,"Sidewalk, Curb side",Cutout,Tree,Lophostemon confertus,Brisbane Box,{'url': 'http://bsm.sfdpw.org/treephotos/202333/mobilePic1546545222975.jpg'},6013846.25357,2115998.9708,37.790806925248006,-122.3962515600959,"{'type': 'Point', 'coordinates': [-122.396, 37.7908]}",32,32,1,10,8
Posted 15 Day,2018-10-05T00:00:00.000,184870,4,1201,Sunset Blvd  :  Martin Luther King Jr Dr  -  Irving St,DPW Maintained,Private,59,"Sidewalk, Property side",Yard,Tree,Acacia melanoxylon,Blackwood Acacia,,5984657.0348,2106822.5367,37.76410055499252,-122.49589458546646,"{'type': 'Point', 'coordinates': [-122.496, 37.7641]}",39,39,10,7,35
Posted 30 Day,2019-09-20T00:00:00.000,238086,9,165,Montcalm St  :  MacEdonia St  -  Franconia St,DPW Maintained,Private,2,"Sidewalk, Curb side",Cutout,Tree,Prunus serrulata 'Kwanzan',Kwanzan Flowering Cherry,{'url': 'http://bsm.sfdpw.org/treephotos/238086/mobilePic1569018952486.jpg'},6010163.37962,2099757.60827,37.746148498465885,-122.40756849918135,"{'type': 'Point', 'coordinates': [-122.408, 37.7461]}",60,60,9,2,2
Posted 15 Day,2018-08-03T00:00:00.000,236709,8,4282,25th St  :  Castro St  -  Diamond St,DPW Maintained,Private,1,"Sidewalk, Curb side",Cutout,Empty,Planting site (plant),Planting Site (plant),{'url': 'http://bsm.sfdpw.org/treephotos/236709/mobilePic1562092159646.jpg'},6002044.80869,2101212.70816,37.749628909320336,-122.43503339374526,"{'type': 'Point', 'coordinates': [-122.435, 37.7496]}",84,84,3,5,22
Posted 15 Day,2017-08-31T00:00:00.000,141613,5,705,Divisadero St  :  Grove St  -  Fulton St,DPW Maintained,FUF,1,"Sidewalk, Curb side",Cutout,Tree,Lophostemon confertus,Brisbane Box,{'url': 'http://bsm.sfdpw.org/treephotos/141613/mobilePic1504205678790.jpg'},6001544.5033,2110907.0163,37.776386130403324,-122.4381368038152,"{'type': 'Point', 'coordinates': [-122.438, 37.7764]}",23,23,4,11,9
Posted 15 Day,2018-05-24T00:00:00.000,98610,10,1537,Revere Ave  :  Keith St  -  Lane St,DPW Maintained,Private,1,"Sidewalk, Curb side",Cutout,Tree,Schinus terebinthifolius,Brazilian Pepper,{'url': 'http://bsm.sfdpw.org/treephotos/98610/mobilePic1526585500781.jpg'},6015377.6336,2094141.2385,37.73113451095803,-122.38922832300354,"{'type': 'Point', 'coordinates': [-122.389, 37.7311]}",86,86,2,9,1
Posted 24hr,2021-08-28T00:00:00.000,43543,5,1808,McAllister St  :  Baker St  -  Lyon St,DPW Maintained,Private,2,"Sidewalk, Curb side",Cutout,Tree,Prunus cerasifera,Cherry Plum,{'url': 'http://bsm.sfdpw.org/treephotos/43543/mobilePic1630170017558.jpg'},6000419.3883,2111348.6392,37.77726885434143,-122.44249962548982,"{'type': 'Point', 'coordinates': [-122.442, 37.7773]}",97,97,7,11,18
Posted 24hr,2021-11-10T00:00:00.000,130155,6,155,Van Ness Ave  :  Fell St  -  Hayes St,DPW Maintained,Private,3,"Sidewalk, Curb side",Cutout,Tree,Stump (use Grinder),Stump (use Grinder),{'url': 'http://bsm.sfdpw.org/treephotos/130155/mobilePic1698968781908.jpg'},6006856.8074,2111035.84142,37.77682787699358,-122.41967719192854,"{'type': 'Point', 'coordinates': [-122.42, 37.7768]}",21,21,4,11,9
Posted 24hr,2024-12-02T00:00:00.000,136244,3,1747,Clay St  :  Polk St  -  Van Ness Ave,DPW Maintained,Private,5,"Sidewalk, Curb side",Cutout,Tree,Pyrus kawakamii,Evergreen Pear,{'url': 'http://bsm.sfdpw.org/treephotos/136244/mobilePic1733176717958.jpg'},6006363.52762,2116626.58822,37.792278938248536,-122.42187352010048,"{'type': 'Point', 'coordinates': [-122.422, 37.7923]}",105,105,4,3,32
Posted 15 Day,2019-07-19T00:00:00.000,133031,3,899,Pine St  :  Powell St  -  Mason St,DPW Maintained,Private,4,"Sidewalk, Curb side",Cutout,Tree,Ficus Spp.,,{'url': 'http://bsm.sfdpw.org/treephotos/133031/mobilePic1563571079953.jpg'},6009745.43403,2116066.84146,37.790984838584556,-122.40979957447249,"{'type': 'Point', 'coordinates': [-122.41, 37.791]}",16,16,6,3,21
Posted 15 Day,2019-10-01T00:00:00.000,140941,5,2040,Ofarrell St  :  Scott St  -  Beideman St,DPW Maintained,FUF,4,"Sidewalk, Curb side",Cutout,Tree,Metrosideros excelsa,New Zealand Xmas Tree,{'url': 'http://bsm.sfdpw.org/treephotos/140941/mobilePic1569958370579.jpg'},6001576.5534,2113247.1295,37.782610627923056,-122.43804288014015,"{'type': 'Point', 'coordinates': [-122.438, 37.7826]}",97,97,4,11,39
Posted 15 Day,2017-07-31T00:00:00.000,98445,3,1359,Pine St  :  Hyde St  -  Larkin St,DPW Maintained,Private,4,"Sidewalk, Curb side",Cutout,Tree,Ficus microcarpa nitida 'Green Gem',Indian Laurel Fig Tree 'Green Gem',{'url': 'http://bsm.sfdpw.org/treephotos/98445/mobilePic1524690123344.jpg'},6007412.9742,2115742.83489,37.789937527143096,-122.41802372705293,"{'type': 'Point', 'coordinates': [-122.418, 37.7899]}",50,50,6,3,21
Posted 15 Day,2017-07-13T00:00:00.000,233318,8,5300,Diamond Heights Blvd  :  Gold Mine Dr  -  Diamond St,DPW Maintained,Private,4,Median,Yard,Landscaping,Landscape Plants,Landscape Plants,{'url': 'http://bsm.sfdpw.org/treephotos/233318/mobilePic1715625808433.jpg'},6001505.99922,2098909.64939,37.742688348720215,-122.43648479458982,"{'type': 'Point', 'coordinates': [-122.436, 37.7427]}",57,57,9,5,22
Posted 15 Day,2018-10-22T00:00:00.000,30799,8,131,Brompton Ave  :  Bosworth St  -  Joost Ave,DPW Maintained,Private,1,"Sidewalk, Curb side",Cutout,Tree,Acacia baileyana,Bailey's Acacia,{'url': 'http://bsm.sfdpw.org/treephotos/30799/mobilePic1540238750290.jpg'},6002107.11402,2095231.84638,37.73305161781644,-122.43520432060372,"{'type': 'Point', 'coordinates': [-122.435, 37.7331]}",96,96,9,5,41
Posted 15 Day,2018-08-06T00:00:00.000,232349,8,4219,26th St  :  Castro St  -  Diamond St,DPW Maintained,Private,1,"Sidewalk, Curb side",Cutout,Empty,Planting site (plant),Planting Site (plant),{'url': 'http://bsm.sfdpw.org/treephotos/232349/mobilePic1584393649270.jpg'},6002396.09877,2100604.73023,37.74802974564018,-122.43487944585152,"{'type': 'Point', 'coordinates': [-122.435, 37.748]}",84,84,3,5,22
Posted 15 Day,2022-01-07T00:00:00.000,237678,8,469,Church St  :  Chula Ln  -  17th St,DPW Maintained,Private,1,"Sidewalk, Curb side",Cutout,Tree,Prunus cerasifera,Cherry Plum,{'url': 'http://bsm.sfdpw.org/treephotos/237678/mobilePic1638569138696.jpg'},6004255.98922,2106166.74945,37.76323308587485,-122.42854192798438,"{'type': 'Point', 'coordinates': [-122.429, 37.7632]}",37,37,3,5,5
Posted 30 Day,2019-10-31T00:00:00.000,260899,5,1599,Steiner St  :  O'Farrell St  -  Geary Blvd,DPW Maintained,DPW,1,"Sidewalk, Property side",Cutout,Tree,Populus alba,White Poplar,{'url': 'http://bsm.sfdpw.org/treephotos/260899/mobilePic1571776327917.jpg'},6002672,2113572,37.78361742697079,-122.4344562466353,"{'type': 'Point', 'coordinates': [-122.434, 37.7836]}",97,97,4,11,39
Posted 24hr,2020-07-16T00:00:00.000,65602,11,114,Maynard St  :  Craut St  -  Congdon St,DPW Maintained,Private,1,"Sidewalk, Curb side",Cutout,Tree,Planting site,Planting Site,{'url': 'http://bsm.sfdpw.org/treephotos/65602/mobilePic1594935052957.jpg'},6004165.03379,2093741.91359,37.72934031848189,-122.42714657671286,"{'type': 'Point', 'coordinates': [-122.427, 37.7293]}",94,94,9,1,7
Posted 15 Day,2018-05-24T00:00:00.000,16418,10,1390,Newcomb Ave  :  Las Villas Ct  -  Keith St,DPW Maintained,DPW,1,"Sidewalk, Curb side",Cutout,Tree,Ulmus parvifolia,Chinese Elm,{'url': 'http://bsm.sfdpw.org/treephotos/16418/mobilePic1527188104078.jpg'},6016308.5496,2094919.7628,37.73302984931862,-122.38577343502823,"{'type': 'Point', 'coordinates': [-122.386, 37.733]}",86,86,2,9,1
Posted 15 Day,2021-12-13T00:00:00.000,122203,1,400,14th Ave  :  Geary Blvd  -  Anza St,DPW Maintained,Private,1,"Sidewalk, Curb side",Yard,Tree,Acacia melanoxylon,Blackwood Acacia,{'url': 'http://bsm.sfdpw.org/treephotos/122203/mobilePic1639425600211.jpg'},5991602.28982,2112205.95317,37.77966730090463,-122.47277623632925,"{'type': 'Point', 'coordinates': [-122.473, 37.7797]}",5,5,8,4,29
Posted 15 Day,2018-10-04T00:00:00.000,20649,4,1501,Sunset Blvd  :  Kirkham St  -  Lawton St,DPW Maintained,DPW,3,"Sidewalk, Curb side",Cutout,Tree,Acacia spp,Acacia Spp,,5984817.9532367,2104951.7766639,37.75807014954387,-122.4956230318873,"{'type': 'Point', 'coordinates': [-122.496, 37.7581]}",39,39,10,7,35
Posted 15 Day,2017-11-03T00:00:00.000,195302,6,201,Market St  :  Main St  -  Pine St,DPW Maintained,Private,9,"Sidewalk, Curb side",Cutout,Tree,Stump (use Grinder),Stump (use Grinder),{'url': 'http://bsm.sfdpw.org/treephotos/195302/mobilePic1604952468010.jpg'},6013602.52171,2116650.30104,37.79271798005209,-122.39690239444451,"{'type': 'Point', 'coordinates': [-122.397, 37.7927]}",108,108,6,10,8
Posted 15 Day,2018-01-12T00:00:00.000,224679,9,904,Capp St  :  24th St  -  25th St,DPW Maintained,Private,2,"Sidewalk, Curb side",Cutout,Tree,Planting site,Planting Site,{'url': 'http://bsm.sfdpw.org/treephotos/224679/mobilePic1530054729854.jpg'},6007366.73942,2101988.35955,37.75150556707861,-122.41727936041099,"{'type': 'Point', 'coordinates': [-122.417, 37.7515]}",53,53,3,2,20
Posted 24hr,2024-07-11T00:00:00.000,274458,7,2,Miraloma Dr  :  Portola Dr  -  Marne Ave,DPW Maintained,DPW,7,Side Yard,Yard,Empty,Planting site,Planting Site,{'url': 'http://bsm.sfdpw.org/treephotos/274458/mobilePic1720734944748.jpg'},5994995,2097925,37.74028156648047,-122.45892811484953,"{'type': 'Point', 'coordinates': [-122.459, 37.7403]}",117,117,9,8,41
Posted 24hr,2024-05-24T00:00:00.000,36979,2,119,09th Ave  :  Lake St  -  California St,DPW Maintained,Private,1,"Sidewalk, Curb side",Cutout,Tree,Stump,Stump,{'url': 'http://bsm.sfdpw.org/treephotos/36979/mobilePic1716589249841.jpg'},5993013.38587,2114670.16851,37.78560102807607,-122.46783136104165,"{'type': 'Point', 'coordinates': [-122.468, 37.7856]}",5,5,8,4,11
Posted 24hr,2023-08-03T00:00:00.000,141302,1,208,Anza St  :  Wood St  -  Jean Way,DPW Maintained,Private,1,"Sidewalk, Curb side",Cutout,Tree,Crataegus laevigata,English Hawthorn,{'url': 'http://bsm.sfdpw.org/treephotos/141302/mobilePic1691100243680.jpg'},5998449.1975,2112684.3341,37.78084935110297,-122.44904688767531,"{'type': 'Point', 'coordinates': [-122.449, 37.7808]}",12,12,7,4,18
Posted 30 Day,2020-01-23T00:00:00.000,189189,6,40,Bluxome St  :  04th St  -  05th St,DPW Maintained,Private,13,"Sidewalk, Curb side",Cutout,Tree,Afrocarpus gracilior,Fern Pine,{'url': 'http://bsm.sfdpw.org/treephotos/189189/mobilePic1582148261185.jpg'},6013286.37012,2110737.42351,37.77681981252814,-122.39685672807914,"{'type': 'Point', 'coordinates': [-122.397, 37.7768]}",32,32,1,10,34
Posted 24hr,2020-02-10T00:00:00.000,261629,3,620,The Embarcadero  :  Green St  -  Lombard St,DPW Maintained,DPW,1,"Sidewalk, Property side",Yard,Tree,Phoenix canariensis,Canary Island Date Palm,{'url': 'http://bsm.sfdpw.org/treephotos/261629/mobilePic1581370610215.jpg'},6012640,2120258,37.802538054961495,-122.40044054530419,"{'type': 'Point', 'coordinates': [-122.4, 37.8025]}",77,77,6,3,8
Posted 15 Day,2018-08-20T00:00:00.000,241830,5,4862,17th St  :  Cole St  -  Shrader St,DPW Maintained,Private,1,"Sidewalk, Curb side",Cutout,Tree,Ginkgo biloba,Maidenhair Tree,{'url': 'http://bsm.sfdpw.org/treephotos/241830/mobilePic1683064581140.jpg'},5997963.84716,2105661.1157,37.761604620824606,-122.44985009239706,"{'type': 'Point', 'coordinates': [-122.45, 37.7616]}",114,114,7,11,3
Posted 30 Day,2018-08-10T00:00:00.000,220030,8,4136,23rd St  :  Castro St  -  Diamond St,DPW Maintained,Private,1,"Sidewalk, Curb side",Cutout,Tree,Jacaranda mimosifolia,Jacaranda,{'url': 'http://bsm.sfdpw.org/treephotos/220030/mobilePic1533921825508.jpg'},6002251.88877,2102392.9278,37.75282541928174,-122.43534701259053,"{'type': 'Point', 'coordinates': [-122.435, 37.7528]}",84,84,3,5,22
Posted 15 Day,2024-12-02T00:00:00.000,250273,6,43,United Nations Plz  :  Leavenworth St  -  Hyde St,DPW Maintained,Private,14,"Sidewalk, Curb side",Yard,Tree,Platanus x hispanica,"Sycamore, London Plane",{'url': 'http://bsm.sfdpw.org/treephotos/250273/mobilePic1733165647155.jpg'},6008481.10598,2112153.65237,37.779890123012215,-122.41430717852911,"{'type': 'Point', 'coordinates': [-122.414, 37.7799]}",21,21,5,10,36
Posted 30 Day,2018-10-09T00:00:00.000,230954,9,67,Wool St  :  Powhattan Ave  -  Eugenia Ave,DPW Maintained,Private,1,"Sidewalk, Curb side",Cutout,Empty,Planting site,Planting Site,{'url': 'http://bsm.sfdpw.org/treephotos/230954/mobilePic1539120798221.jpg'},6007411.55683,2097893.32174,37.74106639825631,-122.41697744659908,"{'type': 'Point', 'coordinates': [-122.417, 37.7411]}",83,83,9,2,2
